,INVOICE CODE,ACCOUNT URL,AMOUNT,COMMISSIONS (USD)
1415,FRS156481,Xerjoff Group S.p.a.,38.0,9.5
1416,FRS160419,Xerjoff Group S.p.a.,38.0,9.5
1417,FRS164316,Xerjoff Group S.p.a.,38.0,9.5
1418,FRS167741,Xerjoff Group S.p.a.,38.0,9.5
1419,FRS170792,Xerjoff Group S.p.a.,38.0,9.5
1420,253957,250733293474848,116.0,29.0
1421,248275,250733293474848,29.0,7.25
1422,248876,250733293474848,52.0,13.0
1423,252226,250733293474848,8.0,2.0
1424,FSEUR6674,Healthware Group S.r.l,0.0,0.0
1425,FSEUR11742,Healthware Group S.r.l,2214.0,553.5
1426,FSEUR18242,Healthware Group S.r.l,114.39,28.59
1427,FSEUR18677,Healthware Group S.r.l,46.74,11.68
1428,FSEUR8287,Temakinho,5216.43,1304.1
1429,FSEUR5954,enterprise,590.4,147.6
1430,FSEUR11030,enterprise,590.4,147.6
1431,FSEUR17991,enterprise,590.4,147.6
1432,FSEUR6752,diasorin,2214.0,553.5
1433,FSEUR12019,diasorin,5120.49,1280.12
1434,FSEUR13178,diasorin,1067.64,266.91
1435,FSEUR13511,diasorin,5318.52,1329.63
1436,FSEUR10491,diasorin,1242.3,310.57
1437,FSEUR12009,diasorin,15208.95,3802.23
1438,FSEUR15267,diasorin,3552.24,888.06
1439,FSEUR16158,diasorin,0.0,0.0
1440,FSEUR19434,diasorin,35335.44,8833.86
1441,FSEUR20017,diasorin,11179.47,2794.86
1442,FDEUR166447,AfeaSupport,570.72,142.68
1443,FDEUR169786,AfeaSupport,570.72,142.68
1444,FDEUR4644,AfeaSupport,137.76,34.44
1445,FDEUR5430,AfeaSupport,137.76,34.44
1446,FDEUR5512,AfeaSupport,36.9,9.22
1447,FDEUR6285,AfeaSupport,177.12,44.28
1448,FDEUR7178,AfeaSupport,177.12,44.28
1449,FDEUR8109,AfeaSupport,177.12,44.28
1450,FDEUR8291,AfeaSupport,98.4,24.6
1451,FDEUR9072,AfeaSupport,295.2,73.8
1452,FDEUR10122,AfeaSupport,295.2,73.8
1453,FDEUR11140,AfeaSupport,295.2,73.8
1454,FDEUR11160,AfeaSupport,24.6,6.15
1455,FDEUR11359,AfeaSupport,216.48,54.12
1456,FDEUR12466,AfeaSupport,216.48,54.12
1457,FDEUR12608,AfeaSupport,61.5,15.37
1458,FDEUR13395,AfeaSupport,2.46,0.61
1459,FDEUR13606,AfeaSupport,236.16,59.04
1460,FDEUR14771,AfeaSupport,236.16,59.04
1461,FDEUR14950,AfeaSupport,102.09,25.52
1462,FDEUR16010,AfeaSupport,354.24,88.56
1463,FDEUR17321,AfeaSupport,354.24,88.56
1464,FDEUR18632,AfeaSupport,354.24,88.56
1465,FDEUR19005,AfeaSupport,44.28,11.07
1466,FDEUR19608,AfeaSupport,6.15,1.53
1467,FDEUR20019,AfeaSupport,432.96,108.24
1468,FDEUR21421,AfeaSupport,432.96,108.24
1469,FDEUR22910,AfeaSupport,432.96,108.24
1470,FDEUR24486,AfeaSupport,432.96,108.24
1471,FDEUR26066,AfeaSupport,432.96,108.24
1472,FDEUR27676,AfeaSupport,432.96,108.24
1473,FDEUR29439,AfeaSupport,432.96,108.24
1474,FDEUR31205,AfeaSupport,432.96,108.24
1475,FDEUR33070,AfeaSupport,432.96,108.24
1476,FDEUR33527,AfeaSupport,14.76,3.69
1477,FDEUR34851,AfeaSupport,452.64,113.16
1478,FDEUR36713,AfeaSupport,452.64,113.16
1479,FDEUR38584,AfeaSupport,452.64,113.16
1480,FDEUR40472,AfeaSupport,452.64,113.16
1481,FDEUR42345,AfeaSupport,452.64,113.16
1482,FDEUR44322,AfeaSupport,452.64,113.16
1483,FDEUR46320,AfeaSupport,452.64,113.16
1484,FDEUR48340,AfeaSupport,452.64,113.16
1485,FDEUR50351,AfeaSupport,452.64,113.16
1486,FDEUR52558,AfeaSupport,452.64,113.16
1487,FDEUR54751,AfeaSupport,452.64,113.16
1488,FDEUR57001,AfeaSupport,452.64,113.16
1489,FDEUR59235,AfeaSupport,452.64,113.16
1490,FDEUR61435,AfeaSupport,452.64,113.16
1491,FDEUR63739,AfeaSupport,452.64,113.16
1492,FDEUR66003,AfeaSupport,452.64,113.16
1493,FDEUR68176,AfeaSupport,452.64,113.16
1494,FDEUR70478,AfeaSupport,452.64,113.16
1495,FDEUR72794,AfeaSupport,452.64,113.16
1496,FDEUR75134,AfeaSupport,452.64,113.16
1497,FDEUR77316,AfeaSupport,452.64,113.16
1498,FDEUR79707,AfeaSupport,452.64,113.16
1499,FDEUR81419,AfeaSupport,8.61,2.15
1500,FDEUR82033,AfeaSupport,492.0,123.0
1501,FDEUR84536,AfeaSupport,492.0,123.0
1502,FDEUR86836,AfeaSupport,492.0,123.0
1503,FDEUR89220,AfeaSupport,492.0,123.0
1504,FDEUR91684,AfeaSupport,492.0,123.0
1505,FDEUR94033,AfeaSupport,492.0,123.0
1506,FDEUR96401,AfeaSupport,492.0,123.0
1507,FDEUR98052,AfeaSupport,6.15,1.53
1508,FDEUR98935,AfeaSupport,511.68,127.92
1509,FDEUR101393,AfeaSupport,511.68,127.92
1510,FDEUR103939,AfeaSupport,511.68,127.92
1511,FDEUR106281,AfeaSupport,511.68,127.92
1512,FDEUR108919,AfeaSupport,511.68,127.92
1513,FDEUR111562,AfeaSupport,511.68,127.92
1514,FDEUR114344,AfeaSupport,511.68,127.92
1515,FDEUR116848,AfeaSupport,511.68,127.92
1516,FDEUR119616,AfeaSupport,511.68,127.92
1517,FDEUR122498,AfeaSupport,511.68,127.92
1518,FDEUR125218,AfeaSupport,511.68,127.92
1519,FDEUR128056,AfeaSupport,511.68,127.92
1520,FDEUR131030,AfeaSupport,511.68,127.92
1521,FDEUR134196,AfeaSupport,511.68,127.92
1522,FDEUR137227,AfeaSupport,511.68,127.92
1523,FDEUR137734,AfeaSupport,15.99,3.99
1524,FDEUR140081,AfeaSupport,531.36,132.84
1525,FDEUR141084,AfeaSupport,13.53,3.38
1526,FDEUR143459,AfeaSupport,551.04,137.76
1527,FDEUR143863,AfeaSupport,17.22,4.3
1528,FDEUR146721,AfeaSupport,570.72,142.68
1529,FDEUR150077,AfeaSupport,570.72,142.68
1530,FDEUR153467,AfeaSupport,570.72,142.68
1531,FDEUR156806,AfeaSupport,570.72,142.68
1532,FDEUR160144,AfeaSupport,570.72,142.68
1533,FDEUR163305,AfeaSupport,570.72,142.68
1534,FSEUR5766,Humanitas,12619.8,3154.95
1535,FSEUR8862,Humanitas,9147.51,2286.87
1536,FSEUR10090,Humanitas,1482.15,370.53
1537,FSEUR10358,Humanitas,255.84,63.96
1538,FSEUR10520,Humanitas,996.3,249.07
1539,FSEUR11569,Humanitas,0.0,0.0
1540,FSEUR11655,Humanitas,9970.38,2492.59
1541,FSEUR12112,Humanitas,41463.3,10365.82
1542,FSEUR15268,Humanitas,0.0,0.0
1543,FSEUR16704,Humanitas,0.0,0.0
1544,FSEUR17785,Humanitas,0.0,0.0
1545,FSEUR18941,Humanitas,52618.17,13154.54
1546,FSEUR19711,Humanitas,600.24,150.06
1547,FCL266465,Naif Srl,100.0,25.0
1548,FCL17587,Naif Srl,100.0,25.0
1549,FCL22180,Naif Srl,100.0,25.0
1550,FCL27225,Naif Srl,100.0,25.0
1551,FCL34252,Naif Srl,100.0,25.0
1552,FCL41934,Naif Srl,100.0,25.0
1553,FCL49867,Naif Srl,100.0,25.0
1554,FCL57277,Naif Srl,100.0,25.0
1555,FCL66768,Naif Srl,100.0,25.0
1556,FCL78054,Naif Srl,100.0,25.0
1557,FCL106395,Naif Srl,100.0,25.0
1558,FCL128906,Naif Srl,100.0,25.0
1559,FCL157865,Naif Srl,100.0,25.0
1560,FCL186759,Naif Srl,100.0,25.0
1561,FCL218171,Naif Srl,100.0,25.0
1562,FCL221027,Naif Srl,989.0,247.25
1563,FCL243211,Naif Srl,100.0,25.0
1564,FCL13100,Naif Srl,25.0,6.25
1565,FCL13693,Naif Srl,100.0,25.0
1566,FSEUR4144,SALVAGNINI ITALIA S.p.A.,1107.0,276.75
1567,FSEUR4420,SALVAGNINI ITALIA S.p.A.,1107.0,276.75
1568,FSEUR4428,SALVAGNINI ITALIA S.p.A.,15222.48,3805.62
1569,FSEUR6946,SALVAGNINI ITALIA S.p.A.,677.73,169.43
1570,FSEUR7250,SALVAGNINI ITALIA S.p.A.,1159.89,289.97
1571,FSEUR9287,SALVAGNINI ITALIA S.p.A.,20545.92,5136.48
1572,FSEUR15363,SALVAGNINI ITALIA S.p.A.,20545.92,5136.48
1573,FSEUR15860,SALVAGNINI ITALIA S.p.A.,665.43,166.35
1574,FSEUR17542,SALVAGNINI ITALIA S.p.A.,1070.1,267.52
1575,FSEUR18800,SALVAGNINI ITALIA S.p.A.,421.89,105.47
1576,FSEUR19598,SALVAGNINI ITALIA S.p.A.,354.24,88.56
1577,51478,210000000000000,0.0,0.0
1578,51474,210000000000000,62.0,15.5
1579,54583,210000000000000,36.0,9.0
1580,59278,210000000000000,57.0,14.25
1581,64257,210000000000000,57.0,14.25
1582,69617,210000000000000,57.0,14.25
1583,75074,210000000000000,57.0,14.25
1584,80153,210000000000000,57.0,14.25
1585,85533,210000000000000,57.0,14.25
1586,90984,210000000000000,57.0,14.25
1587,96788,210000000000000,57.0,14.25
1588,109583,210000000000000,57.0,14.25
1589,136522,210000000000000,57.0,14.25
1590,164797,210000000000000,57.0,14.25
1591,170884,210000000000000,57.0,14.25
1592,176961,210000000000000,57.0,14.25
1593,181311,210000000000000,6.0,1.5
1594,183338,210000000000000,76.0,19.0
1595,189688,210000000000000,76.0,19.0
1596,195841,210000000000000,76.0,19.0
1597,201575,210000000000000,76.0,19.0
1598,207642,210000000000000,76.0,19.0
1599,213507,210000000000000,76.0,19.0
1600,219961,210000000000000,76.0,19.0
1601,225977,210000000000000,76.0,19.0
1602,231860,210000000000000,76.0,19.0
1603,237327,210000000000000,76.0,19.0
1604,242767,210000000000000,76.0,19.0
1605,248223,210000000000000,76.0,19.0
1606,253870,210000000000000,76.0,19.0
1607,FSEUR4129,Spekno srl,708.48,177.12
1608,FSEUR8397,Spekno srl,708.48,177.12
1609,FSEUR14171,Spekno srl,708.48,177.12
1610,FSEUR5177,CleverMind,92.25,23.06
1611,FSEUR5495,CleverMind,92.25,23.06
1612,FSEUR4638,CleverMind,0.0,0.0
1613,FSEUR3836,CleverMind,92.25,23.06
1614,FSEUR4076,CleverMind,92.25,23.06
1615,FSEUR4324,CleverMind,92.25,23.06
1616,FD1352482,Apple-Id,59.0,14.75
1617,FDEUR160373,Primaton SpA,1107.0,276.75
1618,FDEUR160404,DiaSorin SpA,4416.93,1104.23
1619,FDEUR162895,DiaSorin SpA,5498.1,1374.52
1620,FDEUR161773,ATIPICI SHOP,140.22,35.05
1621,FDEUR164835,ATIPICI SHOP,140.22,35.05
1622,FDEUR168106,ATIPICI SHOP,140.22,35.05
1623,FDEUR159358,Comune di Pordenone,3616.2,904.05
1624,FDEUR160401,Wiki Software International srl,885.6,221.4
1625,FD1321822,Mallorca Collection,1260.0,315.0
1626,FRS98790,vamadivani,43.05,10.76
1627,FD705702,edreamsodigeo,26460.0,6615.0
1628,FD734860,edreamsodigeo,400.0,100.0
1629,FD912514,edreamsodigeo,36240.0,9060.0
1630,FD886805,edreamsodigeo,780.0,195.0
1631,FD840851,edreamsodigeo,0.0,0.0
1632,FD834154,edreamsodigeo,130.0,32.5
1633,FD757559,edreamsodigeo,41.0,10.25
1634,FD881639,edreamsodigeo,316.0,79.0
1635,FD1142814,edreamsodigeo,0.0,0.0
1636,FDEUR134043,edreamsodigeo,0.0,0.0
1637,FDEUR134044,edreamsodigeo,0.0,0.0
1638,FDEUR134045,edreamsodigeo,0.0,0.0
1639,FD1072727,edreamsodigeo,1824.0,456.0
1640,FDEUR134047,edreamsodigeo,12883.02,3220.75
1641,FDEUR140546,edreamsodigeo,257.07,64.26
1642,FDEUR141736,edreamsodigeo,14917.44,3729.36
1643,FDEUR151729,edreamsodigeo,14917.44,3729.36
1644,FDEUR161724,edreamsodigeo,14917.44,3729.36
1645,FD120623,edreamsodigeo,285.0,71.25
1646,FD129409,edreamsodigeo,0.0,0.0
1647,FD136343,edreamsodigeo,0.0,0.0
1648,FD138636,edreamsodigeo,23.0,5.75
1649,FD148256,edreamsodigeo,0.0,0.0
1650,FD168648,edreamsodigeo,193.0,48.25
1651,FD175107,edreamsodigeo,3072.0,768.0
1652,FD321885,edreamsodigeo,3072.0,768.0
1653,FD392572,edreamsodigeo,229.0,57.25
1654,FD529471,edreamsodigeo,0.0,0.0
1655,FD493320,edreamsodigeo,11.0,2.75
1656,FD499828,edreamsodigeo,13.0,3.25
1657,FD504121,edreamsodigeo,542.0,135.5
1658,FD538891,edreamsodigeo,3682.0,920.5
1659,FD538890,edreamsodigeo,0.0,0.0
1660,FD598439,edreamsodigeo,2760.0,690.0
1661,FD654368,edreamsodigeo,4088.0,1022.0
1662,FDEUR162781,Credemtel,9763.74,2440.93
1663,FDEUR156759,Multiservizi Caerite S.p.A,2332.08,583.02
1664,FDEUR155570,Data Access Consulting Srl,1476.0,369.0
1665,FDEUR154613,Dalfilo,2332.08,583.02
1666,FDEUR159759,Dalfilo,1015.98,253.99
1667,FDEUR154974,Cysea cyber security,221.4,77.49
1668,FDEUR155201,DQMicro,0.0,0.0
1669,FD1293003,DQMicro,414.0,103.5
1670,FD1291385,DQMicro,1896.0,474.0
1671,FD1300487,p.pahud@bluewin.ch,19.0,4.75
1672,FDEUR155418,Ombrellone.it,23.37,5.84
1673,FDEUR158783,Ombrellone.it,23.37,5.84
1674,FDEUR162073,Ombrellone.it,23.37,5.84
1675,FDEUR165066,Ombrellone.it,23.37,5.84
1676,FDEUR154617,IPAS S.p.A.,1446.48,361.62
1677,FDEUR152649,Il Melograno,23.37,5.84
1678,FDEUR153285,Il Melograno,0.0,0.0
1679,FDEUR155958,Il Melograno,23.37,5.84
1680,FD1310579,INFOCIA SRL,1.0,0.25
1681,FD1311387,INFOCIA SRL,38.0,9.5
1682,FD1333486,INFOCIA SRL,38.0,9.5
1683,FD1355415,INFOCIA SRL,38.0,9.5
1684,FD1378026,INFOCIA SRL,38.0,9.5
1685,FDEUR152205,Interflora Italia spa,0.0,0.0
1686,FDEUR151986,Interflora Italia spa,0.0,0.0
1687,FDEUR155226,Interflora Italia spa,3517.8,879.45
1688,FRS2838,Dataprinter S.r.l.,559.0,139.75
1689,FRS18664,Dataprinter S.r.l.,576.0,144.0
1690,FRS51746,Dataprinter S.r.l.,576.0,144.0
1691,FRS98275,Dataprinter S.r.l.,576.0,144.0
1692,FRS151460,Dataprinter S.r.l.,576.0,144.0
1693,FRS164838,Dataprinter S.r.l.,103.0,25.75
1694,FRS168030,Dataprinter S.r.l.,184.0,46.0
1695,FSEUR5427,prodotti gianni,369.0,92.25
1696,FSEUR6279,prodotti gianni,84.87,21.21
1697,FSEUR6531,prodotti gianni,738.0,184.5
1698,FSEUR7692,prodotti gianni,738.0,184.5
1699,FSEUR8976,prodotti gianni,738.0,184.5
1700,FSEUR9042,prodotti gianni,103.32,25.83
1701,FSEUR10378,prodotti gianni,848.7,212.17
1702,FSEUR11737,prodotti gianni,848.7,212.17
1703,FSEUR13215,prodotti gianni,228.78,57.19
1704,FSEUR13788,prodotti gianni,228.78,57.19
1705,FSEUR14387,prodotti gianni,228.78,57.19
1706,FSEUR14949,prodotti gianni,228.78,57.19
1707,FSEUR15515,prodotti gianni,228.78,57.19
1708,FSEUR16193,prodotti gianni,228.78,57.19
1709,FSEUR17058,prodotti gianni,228.78,57.19
1710,FSEUR17703,prodotti gianni,228.78,57.19
1711,FSEUR18396,prodotti gianni,228.78,57.19
1712,FSEUR19036,prodotti gianni,228.78,57.19
1713,FSEUR19740,prodotti gianni,228.78,57.19
1714,FSEUR20364,prodotti gianni,228.78,57.19
1715,FSEUR3718,prodotti gianni,369.0,92.25
1716,FSEUR4496,prodotti gianni,369.0,92.25
1717,FSEUR21791,prodotti gianni,228.78,57.19
1718,FSEUR21011,prodotti gianni,228.78,57.19
1719,FDEUR156371,Iddink,0.0,0.0
1720,FDEUR156300,Iddink,0.0,0.0
1721,FDEUR153079,Iddink,0.0,0.0
1722,FDEUR156797,Iddink,3254.58,813.64
1723,FDEUR155330,Neomedia Srl,424.35,106.08
1724,FDEUR158640,Neomedia Srl,424.35,106.08
1725,FDEUR161940,Neomedia Srl,424.35,106.08
1726,FDEUR164966,Neomedia Srl,424.35,106.08
1727,FDEUR168308,Neomedia Srl,424.35,106.08
1728,FDEUR154091,Consultech di Stefano Salvadori,46.74,11.68
1729,FDEUR157435,Consultech di Stefano Salvadori,46.74,11.68
1730,FDEUR160810,Consultech di Stefano Salvadori,46.74,11.68
1731,FDEUR163858,Consultech di Stefano Salvadori,46.74,11.68
1732,FDEUR167079,Consultech di Stefano Salvadori,46.74,11.68
1733,FDEUR153583,multi-radio,2892.96,723.24
1734,FDEUR151687,Indicom Srl,110.7,27.67
1735,FDEUR155053,Indicom Srl,55.35,13.83
1736,FDEUR158425,Indicom Srl,55.35,13.83
1737,FDEUR161693,Indicom Srl,55.35,13.83
1738,FDEUR164763,Indicom Srl,55.35,13.83
1739,FDEUR168048,Indicom Srl,55.35,13.83
1740,FDEUR151312,Computer Verona,1107.0,276.75
1741,FDEUR152535,Nicola&c,2169.72,542.43
1742,FDEUR149659,Interflora Italia spa,12243.42,4285.19
1743,FDEUR149738,Interflora Italia spa,4127.88,1444.75
1744,FDEUR150919,ICEA,1033.2,258.3
1745,FD1285636,Cantieri Digitali Medtech,594.0,148.5
1746,FD1307954,Cantieri Digitali Medtech,594.0,148.5
1747,FD1330036,Cantieri Digitali Medtech,495.0,123.75
1748,FD1330037,Cantieri Digitali Medtech,99.0,24.75
1749,FD1351977,Cantieri Digitali Medtech,594.0,148.5
1750,FD1374522,Cantieri Digitali Medtech,99.0,24.75
1751,FDEUR150724,Comprof,3282.87,820.71
1752,FDEUR149164,Ignazio Messina & C S.p.A.,0.0,0.0
1753,FDEUR148946,Ignazio Messina & C S.p.A.,0.0,0.0
1754,FDEUR148945,Ignazio Messina & C S.p.A.,221.4,55.35
1755,FDEUR149507,CLIU srl,166.05,41.51
1756,FDEUR152960,CLIU srl,166.05,41.51
1757,FDEUR156210,CLIU srl,166.05,41.51
1758,FDEUR159596,CLIU srl,166.05,41.51
1759,FDEUR162793,CLIU srl,166.05,41.51
1760,FDEUR165798,CLIU srl,166.05,41.51
1761,FDEUR169258,CLIU srl,166.05,41.51
1762,FD1288669,DataService,90.0,22.5
1763,FD1310596,DataService,90.0,22.5
1764,FD1332705,DataService,90.0,22.5
1765,FSEUR5950,Iguzzin,191.88,47.97
1766,FSEUR6268,Iguzzin,18450.0,4612.5
1767,FSEUR8948,Iguzzin,2846.22,711.55
1768,FSEUR11406,Iguzzin,24866.91,6216.72
1769,FSEUR17025,Iguzzin,157.44,39.36
1770,FSEUR18565,Iguzzin,25670.1,6417.52
1771,FSEUR3251,Iguzzin,2180.79,545.19
1772,FSEUR2881,Iguzzin,13881.78,3470.44
1773,FDEUR149606,AF Petroli S.p.a.,221.4,55.35
1774,FDEUR146408,BK srl,140.22,35.05
1775,FDEUR149866,BK srl,140.22,35.05
1776,FDEUR153201,BK srl,140.22,35.05
1777,FDEUR156524,BK srl,140.22,35.05
1778,FDEUR159919,BK srl,140.22,35.05
1779,FDEUR163031,BK srl,140.22,35.05
1780,FDEUR166196,BK srl,140.22,35.05
1781,FDEUR169596,BK srl,140.22,35.05
1782,FD1388777,FidoCommercialista,69.0,17.25
1783,FD1218785,FidoCommercialista,19.0,4.75
1784,FD1223213,FidoCommercialista,2685.0,671.25
1785,FD1239966,FidoCommercialista,170.0,42.5
1786,FD1267970,FidoCommercialista,151.0,37.75
1787,FD1293878,FidoCommercialista,133.0,33.25
1788,FD1296196,FidoCommercialista,131.0,32.75
1789,FD1306440,FidoCommercialista,124.0,31.0
1790,FD1324303,FidoCommercialista,113.0,28.25
1791,FD1379609,FidoCommercialista,0.0,0.0
1792,FD1218595,FidoCommercialista,19.0,4.75
1793,FD1216666,christian,69.0,17.25
1794,FD1229621,Senza Fili Senza Confini,180.0,45.0
1795,FD1386766,Senza Fili Senza Confini,148.0,37.0
1796,FDEUR146746,Lema Informatica,350.55,87.63
1797,FDEUR143292,Webpet,442.8,110.7
1798,FDEUR145419,Sphera Service,221.4,55.35
1799,FDEUR143428,newaccount1608704372469,70.11,17.52
1800,FDEUR146685,newaccount1608704372469,70.11,17.52
1801,FDEUR148615,newaccount1608704372469,635.91,158.97
1802,FDEUR146191,Comifer,116.85,29.21
1803,FDEUR149476,Comifer,116.85,29.21
1804,FDEUR152931,Comifer,116.85,29.21
1805,FDEUR156193,Comifer,116.85,29.21
1806,FDEUR159561,Comifer,116.85,29.21
1807,FDEUR162761,Comifer,116.85,29.21
1808,FDEUR165781,Comifer,116.85,29.21
1809,FDEUR169224,Comifer,116.85,29.21
1810,FDEUR142869,Comifer,116.85,29.21
1811,FDEUR139610,Fondazione SIRIO,664.2,166.05
1812,FDEUR141133,Allesklar srl,885.6,221.4
1813,FDEUR139798,Ariap spa,5336.97,1334.24
1814,FDEUR158249,Ariap spa,357.93,89.48
1815,FDEUR158001,Ariap spa,722.01,180.5
1816,FDEUR143878,Humanitas,3321.0,830.25
1817,FDEUR143942,Antinfortunistica Grilca,516.6,129.15
1818,FDEUR145478,Astalegale.net S.p.a.,230.01,57.5
1819,FDEUR148162,Astalegale.net S.p.a.,4.92,1.23
1820,FDEUR148481,Astalegale.net S.p.a.,303.81,75.95
1821,FDEUR151827,Astalegale.net S.p.a.,303.81,75.95
1822,FDEUR155190,Astalegale.net S.p.a.,303.81,75.95
1823,FDEUR158496,Astalegale.net S.p.a.,303.81,75.95
1824,FDEUR161800,Astalegale.net S.p.a.,303.81,75.95
1825,FDEUR164867,Astalegale.net S.p.a.,140.22,35.05
1826,FDEUR168148,Astalegale.net S.p.a.,140.22,35.05
1827,FD1170643,Domos Consulting snc,236.0,59.0
1828,FD1167016,Domos Consulting snc,180.0,45.0
1829,FD1218564,Domos Consulting snc,331.0,82.75
1830,FDEUR137490,ATIPICI,116.85,29.21
1831,FDEUR140475,ATIPICI,116.85,29.21
1832,FDEUR142076,ATIPICI,47.97,11.99
1833,FDEUR143753,ATIPICI,210.33,52.58
1834,FDEUR147043,ATIPICI,210.33,52.58
1835,FDEUR150384,ATIPICI,210.33,52.58
1836,FDEUR153862,ATIPICI,210.33,52.58
1837,FDEUR154277,ATIPICI,19.68,4.92
1838,FDEUR157090,ATIPICI,233.7,58.42
1839,FDEUR160500,ATIPICI,116.85,29.21
1840,FDEUR163601,ATIPICI,116.85,29.21
1841,FDEUR166755,ATIPICI,116.85,29.21
1842,FDEUR170166,ATIPICI,116.85,29.21
1843,FDEUR141997,Xerox SpA,5785.92,1446.48
1844,FDEUR133683,Sogegross Spa,3498.12,874.53
1845,FDEUR149124,Sogegross Spa,694.95,173.73
1846,FDEUR152596,Sogegross Spa,1776.12,444.03
1847,FDEUR158289,Sogegross Spa,428.04,107.01
1848,FD1140757,3Bee,57.0,14.25
1849,FD1150126,3Bee,87.0,21.75
1850,FD1152289,3Bee,0.0,0.0
1851,FD1161912,3Bee,360.0,90.0
1852,FD1176878,3Bee,0.0,0.0
1853,FD1182204,3Bee,0.0,0.0
1854,FD1185438,3Bee,0.0,0.0
1855,FD1186617,3Bee,0.0,0.0
1856,FD1187937,3Bee,0.0,0.0
1857,FD1369347,3Bee,0.0,0.0
1858,FD1155414,CONESYS srl,57.0,14.25
1859,FDEUR132116,ISTITUTO ELVETICO Ife Italia,221.4,77.49
1860,FD1133830,ducbrvpnwa,19.0,4.75
1861,FRS103695,Piscina.Shop,300.0,75.0
1862,FRS147047,Piscina.Shop,58.0,14.5
1863,FRS156700,Piscina.Shop,600.0,150.0
1864,68743,161983828786129,77.0,19.25
1865,73045,161983828786129,61.0,15.25
1866,78454,161983828786129,76.0,19.0
1867,83599,161983828786129,76.0,19.0
1868,89182,161983828786129,76.0,19.0
1869,94654,161983828786129,76.0,19.0
1870,100597,161983828786129,76.0,19.0
1871,126933,161983828786129,76.0,19.0
1872,154898,161983828786129,76.0,19.0
1873,168709,161983828786129,76.0,19.0
1874,174858,161983828786129,76.0,19.0
1875,181092,161983828786129,76.0,19.0
1876,187376,161983828786129,76.0,19.0
1877,193722,161983828786129,76.0,19.0
1878,198707,161983828786129,76.0,19.0
1879,205527,161983828786129,76.0,19.0
1880,211677,161983828786129,76.0,19.0
1881,217846,161983828786129,76.0,19.0
1882,223828,161983828786129,76.0,19.0
1883,229788,161983828786129,76.0,19.0
1884,235447,161983828786129,76.0,19.0
1885,240804,161983828786129,76.0,19.0
1886,246388,161983828786129,76.0,19.0
1887,251849,161983828786129,76.0,19.0
1888,FDEUR168278,Business Box Italia,23.37,5.84
1889,FDEUR129661,Business Box Italia,55.35,13.83
1890,FDEUR130959,Business Box Italia,23.37,5.84
1891,FDEUR130956,Business Box Italia,18.45,4.61
1892,FDEUR132804,Business Box Italia,121.77,30.44
1893,FDEUR135882,Business Box Italia,23.37,5.84
1894,FDEUR138950,Business Box Italia,23.37,5.84
1895,FDEUR141959,Business Box Italia,23.37,5.84
1896,FDEUR145285,Business Box Italia,23.37,5.84
1897,FDEUR148561,Business Box Italia,23.37,5.84
1898,FDEUR151965,Business Box Italia,23.37,5.84
1899,FDEUR155312,Business Box Italia,23.37,5.84
1900,FDEUR158607,Business Box Italia,23.37,5.84
1901,FDEUR161919,Business Box Italia,23.37,5.84
1902,FDEUR164955,Business Box Italia,23.37,5.84
1903,FD1133559,Ciocca S.p.A.,99.0,24.75
1904,FD1155108,Ciocca S.p.A.,99.0,24.75
1905,FD1175723,Ciocca S.p.A.,99.0,24.75
1906,FD1195753,Ciocca S.p.A.,99.0,24.75
1907,FD1216912,Ciocca S.p.A.,99.0,24.75
1908,FD1238628,Ciocca S.p.A.,99.0,24.75
1909,FD1260536,Ciocca S.p.A.,99.0,24.75
1910,FD1282748,Ciocca S.p.A.,99.0,24.75
1911,FD1304776,Ciocca S.p.A.,99.0,24.75
1912,FD1326851,Ciocca S.p.A.,99.0,24.75
1913,FD1349061,Ciocca S.p.A.,99.0,24.75
1914,FD1371212,Ciocca S.p.A.,99.0,24.75
1915,FDEUR129143,giordanoshop.,186.96,46.74
1916,FDEUR129760,giordanoshop.,54.12,13.53
1917,FDEUR130323,giordanoshop.,13.53,3.38
1918,FDEUR132243,giordanoshop.,210.33,52.58
1919,FDEUR135267,giordanoshop.,210.33,52.58
1920,FDEUR138379,giordanoshop.,210.33,52.58
1921,FDEUR140958,giordanoshop.,2.46,0.61
1922,FDEUR141367,giordanoshop.,233.7,58.42
1923,FDEUR144712,giordanoshop.,233.7,58.42
1924,FDEUR147976,giordanoshop.,233.7,58.42
1925,FDEUR151360,giordanoshop.,233.7,58.42
1926,FDEUR154694,giordanoshop.,186.96,46.74
1927,FDEUR158051,giordanoshop.,140.22,35.05
1928,FDEUR161387,giordanoshop.,140.22,35.05
1929,FDEUR164406,giordanoshop.,140.22,35.05
1930,FDEUR167692,giordanoshop.,140.22,35.05
1931,FDEUR133319,Infotel SRL,3075.0,768.75
1932,FRS79639,sicaferimmobiliare,35.0,8.75
1933,FRS83878,sicaferimmobiliare,35.0,8.75
1934,FRS88017,sicaferimmobiliare,35.0,8.75
1935,FRS92286,sicaferimmobiliare,35.0,8.75
1936,FRS96720,sicaferimmobiliare,35.0,8.75
1937,FRS101007,sicaferimmobiliare,35.0,8.75
1938,FRS105140,sicaferimmobiliare,35.0,8.75
1939,FRS109288,sicaferimmobiliare,35.0,8.75
1940,FRS113686,sicaferimmobiliare,35.0,8.75
